[76,0,0,0,0,98.24,0
, 91,399,14,4,0,97.91,0
, 106,798,361,46,0,97.54,0
, 121,1197,714,60,0,97.19,0
, 136,1596,1058,67,0,96.87,0
, 151,1995,1409,71,0,96.53,0
, 166,2394,1768,74,0,96.21,0
, 181,2793,2106,76,0,95.87,0
, 196,3192,2454,77,0,95.54,0
, 211,3591,2797,78,0,95.2,0
, 226,3990,3140,79,0,94.86,0
, 241,4389,3492,80,0,94.52,0
, 256,4788,3851,81,0,94.19,0
, 271,5187,4198,81,0,93.85,0
, 286,5586,4545,82,0,93.51,0
, 301,5985,4889,82,0,93.16,0
, 316,6384,5234,82,0,92.83,0
, 331,6783,5578,83,0,92.49,0
, 346,7182,5915,83,0,92.15,0
, 361,7581,6280,83,0,91.82,0
, 376,7980,6620,83,0,91.48,0
, 391,8379,6955,84,0,91.14,0
, 406,8778,7289,84,0,90.8,0
, 421,9177,7623,84,0,90.46,0
, 436,9576,7965,84,0,90.12,0
, 451,9975,8310,84,0,89.67,0
, 466,10374,8650,84,0,89.33,0
, 481,10773,8988,84,0,88.99,0
, 496,11172,9336,84,0,88.65,0
, 511,11571,9658,84,0,88.32,0
, 526,11970,9999,84,0,87.98,0
, 541,12369,10344,84,0,87.64,0
, 556,12768,10683,84,0,87.3,0
, 571,13167,11034,84,0,86.96,0
, 586,13566,11366,84,0,86.62,0
, 601,13965,11728,84,0,86.28,0
, 616,14364,12061,84,0,85.95,0
, 631,14763,12405,85,0,85.61,0
, 646,15162,12754,85,0,85.27,0
, 661,15561,13100,85,0,84.93,0
, 676,15960,13441,85,0,84.59,0
, 691,16359,13787,85,0,84.25,0
, 706,16758,14130,85,0,83.91,0
, 721,17157,14489,85,0,83.57,0
, 736,17556,14830,85,0,83.24,0
, 751,17955,15177,85,0,82.9,0
, 766,18354,15501,85,0,82.56,0
, 781,18753,15850,85,0,82.22,0
, 796,19152,16185,85,0,81.88,0
, 811,19551,16538,85,0,81.55,0
, 826,19950,16884,85,0,81.21,0
, 841,20349,17229,85,0,80.87,0
, 856,20748,17568,85,0,80.52,0
, 871,21147,17899,85,0,80.19,0
, 886,21546,18228,85,0,79.84,0
, 901,21945,18569,85,0,79.5,0
, 916,22344,18915,85,0,79.16,0
, 931,22743,19255,85,0,78.83,0
, 946,23142,19596,85,0,78.49,0
, 961,23541,19935,85,0,78.15,0
, 976,23940,20287,85,0,77.81,0
, 991,24339,20634,85,0,77.47,0
, 1006,24738,20981,85,0,77.14,0
, 1021,25137,21318,85,0,76.8,0
, 1036,25536,21651,85,0,76.46,0
, 1051,25935,21977,85,0,76.12,0
, 1066,26334,22323,85,0,75.78,0
, 1081,26733,22669,85,0,75.44,0
, 1096,27132,23011,85,0,75.1,0
, 1111,27531,23347,85,0,74.77,0
, 1126,27930,23696,85,0,74.43,0
, 1141,28329,24030,85,0,74.09,0
, 1156,28728,24371,85,0,73.75,0
, 1171,29127,24726,85,0,73.41,0
, 1186,29526,25054,85,0,73.07,0
, 1201,29925,25394,85,0,72.74,0
, 1216,30324,25744,85,0,72.4,0
, 1231,30723,26074,85,0,72.06,0
, 1246,31122,26407,85,0,71.72,0
, 1261,31521,26733,85,0,71.38,0
, 1276,31920,27058,85,0,71.04,0
, 1291,32319,27407,85,0,70.7,0
, 1306,32718,27729,85,0,70.36,0
, 1321,33117,28076,85,0,69.96,0
, 1336,33516,28373,85,0,69.61,0
, 1351,33915,28661,85,0,69.28,0
, 1366,34314,28943,85,0,68.95,0
, 1381,34713,29234,85,0,68.61,0
, 1396,35112,29531,85,0,68.27,0
, 1411,35511,29825,84,0,67.94,0
, 1426,35910,30117,84,0,67.6,0
, 1441,36309,30413,84,0,67.26,0
, 1456,36708,30703,84,0,66.92,0
, 1471,37107,31001,84,0,66.58,0
, 1486,37506,31291,84,0,66.25,0
, 1501,37905,31584,84,0,65.91,0
, 1516,38304,31878,84,0,65.57,0
, 1531,38703,32173,84,1,65.2,0
, 1546,39102,32468,84,1,64.86,0
, 1561,39501,32743,83,1,64.52,0
, 1576,39900,33031,83,1,64.19,0
, 1591,40299,33311,83,1,63.85,0
, 1606,40698,33590,83,1,63.51,0
, 1621,41097,33869,83,1,63.18,0
, 1636,41496,34157,83,1,62.84,0
, 1651,41895,34437,83,1,62.5,0
, 1666,42294,34715,83,1,62.16,0
, 1681,42693,35001,82,1,61.82,0
, 1696,43092,35268,82,1,61.49,0
, 1711,43491,35546,82,1,61.16,0
, 1726,43890,35828,82,1,60.82,0
, 1741,44289,36099,82,1,60.48,0
, 1756,44688,36375,82,1,60.15,0
, 1771,45087,36660,82,1,59.81,0
, 1786,45486,36941,82,1,59.47,0
, 1801,45885,37213,82,1,59.14,0
, 1816,46284,37497,82,1,58.8,0
, 1831,46683,37778,81,1,58.46,0
, 1846,47082,38058,81,1,58.13,0
, 1861,47481,38339,81,1,57.79,0
, 1876,47880,38620,81,1,57.45,0
, 1891,48279,38904,81,1,57.12,0
, 1906,48678,39182,81,1,56.78,0
, 1921,49077,39460,81,1,56.45,0
, 1936,49476,39730,81,1,56.1,0
, 1951,49875,40007,81,1,55.77,0
, 1966,50274,40282,81,1,55.44,0
, 1981,50673,40561,81,1,55.1,0
, 1996,51072,40839,80,1,54.76,0
, 2011,51471,41120,80,1,54.43,0
, 2026,51870,41396,80,1,54.09,0
, 2041,52269,41682,80,1,53.75,0
, 2056,52668,41939,80,1,53.42,0
, 2071,53067,42196,80,1,53.06,0
, 2086,53466,42443,80,1,52.74,0
, 2101,53865,42698,80,1,52.41,0
, 2116,54264,42942,80,1,52.07,0
, 2131,54663,43196,80,1,51.74,0
, 2146,55062,43443,79,1,51.39,0
, 2161,55461,43696,79,1,51.06,0
, 2176,55860,43948,79,1,50.73,0
, 2191,56259,44201,79,1,50.39,0
, 2206,56658,44453,79,1,50.06,0
, 2221,57057,44703,79,1,49.72,0
, 2236,57456,44958,79,1,49.38,0
, 2251,57855,45208,79,1,49.05,0
, 2266,58254,45455,79,2,48.65,0
, 2281,58653,45709,78,2,48.31,0
, 2296,59052,45967,78,2,47.98,0
, 2311,59451,46217,78,2,47.64,0
, 2326,59850,46460,78,2,47.31,0
, 2341,60249,46717,78,2,46.95,0
, 2356,60648,46970,78,2,46.63,0
, 2371,61047,47207,78,2,46.3,0
, 2386,61446,47444,78,2,45.97,0
, 2401,61845,47687,78,2,45.63,0
, 2416,62244,47934,78,2,45.3,0
, 2431,62643,48166,77,2,44.96,0
, 2446,63042,48412,77,2,44.62,0
, 2461,63441,48653,77,2,44.29,0
, 2476,63840,48897,77,2,43.95,0
, 2491,64239,49138,77,2,43.62,0
, 2506,64638,49381,77,2,43.28,0
, 2521,65037,49624,77,2,42.95,0
, 2536,65436,49869,77,2,42.61,0
, 2551,65835,50110,77,2,42.26,0
, 2566,66234,50354,77,2,41.94,0
, 2581,66633,50592,76,2,41.61,0
, 2596,67032,50830,76,2,41.27,0
, 2611,67431,51073,76,2,40.94,0
, 2626,67830,51314,76,2,40.6,0
, 2641,68229,51554,76,2,40.25,0
, 2656,68628,51790,76,2,39.92,0
, 2671,69027,52024,76,2,39.58,0
, 2686,69426,52255,76,2,39.23,0
, 2701,69825,52489,76,2,38.91,0
, 2716,70224,52722,76,2,38.58,0
, 2731,70623,52960,75,2,38.24,0
, 2746,71022,53195,75,2,37.89,0
, 2761,71421,53436,75,2,37.57,0
, 2776,71820,53668,75,2,37.24,0
, 2791,72219,53906,75,2,36.9,0
, 2806,72618,54137,75,2,36.57,0
, 2821,73017,54371,75,2,36.23,0
, 2836,73416,54610,75,2,35.9,0
, 2851,73815,54844,75,2,35.56,0
, 2866,74214,55079,75,2,35.23,0
, 2881,74613,55313,75,2,34.88,0
, 2896,75012,55547,75,2,34.55,0
, 2911,75411,55781,74,2,34.22,0
, 2926,75810,56014,74,2,33.89,0
, 2941,76209,56252,74,2,33.55,0
, 2956,76608,56486,74,2,33.2,0
, 2971,77007,56721,74,2,32.88,0
, 2986,77406,56958,74,2,32.55,0
, 3001,77805,57189,74,2,32.21,0
, 3016,78204,57425,74,2,31.88,0
, 3031,78603,57656,74,2,31.54,0
, 3046,79002,57891,74,2,31.21,0
, 3061,79401,58125,74,2,30.87,0
, 3076,79800,58356,74,2,30.51,0
, 3091,80199,58588,74,2,30.18,0
, 3106,80598,58817,73,2,29.84,0
, 3121,80997,59049,73,2,29.51,0
, 3136,81396,59282,73,2,29.17,0
, 3151,81795,59513,73,2,28.82,0
, 3166,82194,59738,73,2,28.5,0
, 3181,82593,59970,73,2,28.16,0
, 3196,82992,60205,73,2,27.83,0
, 3211,83391,60443,73,2,27.49,0
, 3226,83790,60676,73,2,27.16,0
, 3241,84189,60912,73,2,26.82,0
, 3256,84588,61149,73,2,26.49,0
, 3271,84987,61385,73,2,26.15,0
, 3286,85386,61621,73,2,25.81,0
, 3301,85785,61852,73,2,25.48,0
, 3316,86184,62084,73,2,25.15,0
, 3331,86583,62299,72,2,24.81,0
, 3346,86982,62514,72,2,24.48,0
, 3361,87381,62732,72,2,24.14,0
, 3376,87780,62950,72,2,23.81,0
, 3391,88179,63165,72,2,23.47,0
, 3406,88578,63377,72,2,23.14,0
, 3421,88977,63594,72,2,22.8,0
, 3436,89376,63807,72,2,22.47,0
, 3451,89775,64026,72,2,22.13,0
, 3466,90174,64241,72,2,21.8,0
, 3481,90573,64450,72,2,21.45,0
, 3496,90972,64665,72,2,21.12,0
, 3511,91371,64881,72,2,20.79,0
, 3526,91770,65090,71,2,20.46,0
, 3541,92169,65305,71,2,20.12,0
, 3556,92568,65520,71,2,19.78,0
, 3571,92967,65737,71,2,19.45,0
, 3586,93366,65957,71,2,19.12,0
, 3601,93765,66171,71,2,18.79,0
, 3616,94164,66391,71,2,18.45,0
, 3631,94563,66605,71,2,18.12,0
, 3646,94962,66815,71,2,17.78,0
]
